entity_id,entity_type,account_id
RINGB011,ring_B_convergence,ACC018396
RINGB011,ring_B_convergence,ACC018397
RINGB011,ring_B_convergence,ACC018398
RINGB011,ring_B_convergence,ACC018399
RINGB011,ring_B_convergence,ACC018400
RINGB012,ring_B_convergence,ACC018401
RINGB012,ring_B_convergence,ACC018402
RINGB012,ring_B_convergence,ACC018403
RINGB012,ring_B_convergence,ACC018404
RINGB012,ring_B_convergence,ACC018405
RINGB012,ring_B_convergence,ACC018406
RINGB012,ring_B_convergence,ACC018407
RINGB012,ring_B_convergence,ACC018408
RINGB012,ring_B_convergence,ACC018409
RINGB012,ring_B_convergence,ACC018410
RINGB012,ring_B_convergence,ACC018411
RINGB012,ring_B_convergence,ACC018412
RINGB012,ring_B_convergence,ACC018413
RINGB012,ring_B_convergence,ACC018414
RINGB013,ring_B_convergence,ACC018415
RINGB013,ring_B_convergence,ACC018416
RINGB013,ring_B_convergence,ACC018417
RINGB013,ring_B_convergence,ACC018418
RINGB013,ring_B_convergence,ACC018419
RINGB013,ring_B_convergence,ACC018420
RINGB013,ring_B_convergence,ACC018421
RINGB013,ring_B_convergence,ACC018422
RINGB013,ring_B_convergence,ACC018423
RINGB013,ring_B_convergence,ACC018424
RINGB014,ring_B_convergence,ACC018425
RINGB014,ring_B_convergence,ACC018426
RINGB014,ring_B_convergence,ACC018427
RINGB014,ring_B_convergence,ACC018428
RINGB014,ring_B_convergence,ACC018429
RINGB014,ring_B_convergence,ACC018430
RINGB014,ring_B_convergence,ACC018431
RINGB015,ring_B_convergence,ACC018432
RINGB015,ring_B_convergence,ACC018433
RINGB015,ring_B_convergence,ACC018434
RINGB015,ring_B_convergence,ACC018435
RINGB015,ring_B_convergence,ACC018436
RINGB015,ring_B_convergence,ACC018437
RINGB015,ring_B_convergence,ACC018438
RINGB015,ring_B_convergence,ACC018439
RINGB015,ring_B_convergence,ACC018440
RINGB015,ring_B_convergence,ACC018441
RINGB016,ring_B_convergence,ACC018442
RINGB016,ring_B_convergence,ACC018443
RINGB016,ring_B_convergence,ACC018444
RINGB016,ring_B_convergence,ACC018445
RINGB016,ring_B_convergence,ACC018446
RINGB017,ring_B_convergence,ACC018447
RINGB017,ring_B_convergence,ACC018448
RINGB017,ring_B_convergence,ACC018449
RINGB017,ring_B_convergence,ACC018450
RINGB017,ring_B_convergence,ACC018451
RINGB017,ring_B_convergence,ACC018452
RINGB017,ring_B_convergence,ACC018453
RINGB017,ring_B_convergence,ACC018454
RINGB017,ring_B_convergence,ACC018455
RINGB017,ring_B_convergence,ACC018456
RINGB017,ring_B_convergence,ACC018457
RINGB018,ring_B_convergence,ACC018458
RINGB018,ring_B_convergence,ACC018459
RINGB018,ring_B_convergence,ACC018460
RINGB018,ring_B_convergence,ACC018461
RINGB018,ring_B_convergence,ACC018462
RINGB018,ring_B_convergence,ACC018463
RINGB018,ring_B_convergence,ACC018464
RINGB018,ring_B_convergence,ACC018465
RINGB019,ring_B_convergence,ACC018466
RINGB019,ring_B_convergence,ACC018467
RINGB019,ring_B_convergence,ACC018468
RINGB019,ring_B_convergence,ACC018469
RINGB019,ring_B_convergence,ACC018470
RINGB019,ring_B_convergence,ACC018471
RINGB019,ring_B_convergence,ACC018472
RINGB020,ring_B_convergence,ACC018473
RINGB020,ring_B_convergence,ACC018474
RINGB020,ring_B_convergence,ACC018475
RINGB020,ring_B_convergence,ACC018476
RINGB020,ring_B_convergence,ACC018477
RINGB020,ring_B_convergence,ACC018478
RINGB020,ring_B_convergence,ACC018479
RINGB020,ring_B_convergence,ACC018480
RINGB020,ring_B_convergence,ACC018481
RINGB020,ring_B_convergence,ACC018482
RINGB020,ring_B_convergence,ACC018483
RINGB020,ring_B_convergence,ACC018484
RINGB021,ring_B_convergence,ACC018485
RINGB021,ring_B_convergence,ACC018486
RINGB021,ring_B_convergence,ACC018487
RINGB021,ring_B_convergence,ACC018488
RINGB021,ring_B_convergence,ACC018489
RINGB021,ring_B_convergence,ACC018490
RINGB021,ring_B_convergence,ACC018491
RINGB021,ring_B_convergence,ACC018492
RINGB021,ring_B_convergence,ACC018493
RINGB021,ring_B_convergence,ACC018494
RINGB021,ring_B_convergence,ACC018495
RINGB021,ring_B_convergence,ACC018496
RINGB021,ring_B_convergence,ACC018497
RINGB022,ring_B_convergence,ACC018498
RINGB022,ring_B_convergence,ACC018499
RINGB022,ring_B_convergence,ACC018500
RINGB022,ring_B_convergence,ACC018501
RINGB022,ring_B_convergence,ACC018502
RINGB022,ring_B_convergence,ACC018503
RINGB022,ring_B_convergence,ACC018504
RINGB022,ring_B_convergence,ACC018505
RINGB023,ring_B_convergence,ACC018506
RINGB023,ring_B_convergence,ACC018507
RINGB023,ring_B_convergence,ACC018508
RINGB023,ring_B_convergence,ACC018509
RINGB023,ring_B_convergence,ACC018510
RINGB023,ring_B_convergence,ACC018511
RINGB023,ring_B_convergence,ACC018512
RINGB023,ring_B_convergence,ACC018513
RINGB023,ring_B_convergence,ACC018514
RINGB023,ring_B_convergence,ACC018515
RINGB023,ring_B_convergence,ACC018516
RINGB023,ring_B_convergence,ACC018517
RINGB023,ring_B_convergence,ACC018518
RINGB024,ring_B_convergence,ACC018519
RINGB024,ring_B_convergence,ACC018520
RINGB024,ring_B_convergence,ACC018521
RINGB024,ring_B_convergence,ACC018522
RINGB024,ring_B_convergence,ACC018523
RINGC001,ring_C_proximity,ACC018524
RINGC001,ring_C_proximity,ACC018525
RINGC001,ring_C_proximity,ACC018526
RINGC001,ring_C_proximity,ACC018527
RINGC001,ring_C_proximity,ACC018528
RINGC001,ring_C_proximity,ACC018529
RINGC002,ring_C_proximity,ACC018530
RINGC002,ring_C_proximity,ACC018531
RINGC002,ring_C_proximity,ACC018532
RINGC002,ring_C_proximity,ACC018533
RINGC002,ring_C_proximity,ACC018534
RINGC002,ring_C_proximity,ACC018535
RINGC002,ring_C_proximity,ACC018536
RINGC002,ring_C_proximity,ACC018537
RINGC002,ring_C_proximity,ACC018538
RINGC002,ring_C_proximity,ACC018539
RINGC002,ring_C_proximity,ACC018540
RINGC002,ring_C_proximity,ACC018541
RINGC002,ring_C_proximity,ACC018542
RINGC003,ring_C_proximity,ACC018543
RINGC003,ring_C_proximity,ACC018544
RINGC003,ring_C_proximity,ACC018545
RINGC003,ring_C_proximity,ACC018546
RINGC003,ring_C_proximity,ACC018547
RINGC004,ring_C_proximity,ACC018548
RINGC004,ring_C_proximity,ACC018549
RINGC004,ring_C_proximity,ACC018550
RINGC004,ring_C_proximity,ACC018551
RINGC004,ring_C_proximity,ACC018552
RINGC004,ring_C_proximity,ACC018553
RINGC004,ring_C_proximity,ACC018554
RINGC004,ring_C_proximity,ACC018555
RINGC004,ring_C_proximity,ACC018556
RINGC004,ring_C_proximity,ACC018557
RINGC004,ring_C_proximity,ACC018558
RINGC004,ring_C_proximity,ACC018559
RINGC005,ring_C_proximity,ACC018560
RINGC005,ring_C_proximity,ACC018561
RINGC005,ring_C_proximity,ACC018562
RINGC005,ring_C_proximity,ACC018563
RINGC005,ring_C_proximity,ACC018564
RINGC005,ring_C_proximity,ACC018565
RINGC005,ring_C_proximity,ACC018566
RINGC005,ring_C_proximity,ACC018567
RINGC006,ring_C_proximity,ACC018568
RINGC006,ring_C_proximity,ACC018569
RINGC006,ring_C_proximity,ACC018570
RINGC006,ring_C_proximity,ACC018571
RINGC007,ring_C_proximity,ACC018572
RINGC007,ring_C_proximity,ACC018573
RINGC007,ring_C_proximity,ACC018574
RINGC007,ring_C_proximity,ACC018575
RINGC007,ring_C_proximity,ACC018576
RINGC007,ring_C_proximity,ACC018577
RINGC007,ring_C_proximity,ACC018578
RINGC007,ring_C_proximity,ACC018579
RINGC007,ring_C_proximity,ACC018580
RINGC008,ring_C_proximity,ACC018581
RINGC008,ring_C_proximity,ACC018582
RINGC008,ring_C_proximity,ACC018583
RINGC008,ring_C_proximity,ACC018584
RINGC008,ring_C_proximity,ACC018585
RINGC008,ring_C_proximity,ACC018586
RINGC008,ring_C_proximity,ACC018587
RINGC008,ring_C_proximity,ACC018588
RINGC008,ring_C_proximity,ACC018589
RINGC009,ring_C_proximity,ACC018590
RINGC009,ring_C_proximity,ACC018591
RINGC009,ring_C_proximity,ACC018592
RINGC009,ring_C_proximity,ACC018593
RINGC009,ring_C_proximity,ACC018594
RINGC009,ring_C_proximity,ACC018595
RINGC009,ring_C_proximity,ACC018596
RINGC010,ring_C_proximity,ACC018597
RINGC010,ring_C_proximity,ACC018598
RINGC010,ring_C_proximity,ACC018599
RINGC010,ring_C_proximity,ACC018600
RINGC010,ring_C_proximity,ACC018601
RINGC010,ring_C_proximity,ACC018602
RINGC010,ring_C_proximity,ACC018603
RINGC011,ring_C_proximity,ACC018604
RINGC011,ring_C_proximity,ACC018605
RINGC011,ring_C_proximity,ACC018606
RINGC011,ring_C_proximity,ACC018607
RINGC012,ring_C_proximity,ACC018608
RINGC012,ring_C_proximity,ACC018609
RINGC012,ring_C_proximity,ACC018610
RINGC012,ring_C_proximity,ACC018611
RINGC012,ring_C_proximity,ACC018612
RINGC012,ring_C_proximity,ACC018613
RINGC012,ring_C_proximity,ACC018614
RINGC012,ring_C_proximity,ACC018615
RINGC012,ring_C_proximity,ACC018616
RINGC012,ring_C_proximity,ACC018617
RINGC012,ring_C_proximity,ACC018618
RINGC012,ring_C_proximity,ACC018619
RINGC013,ring_C_proximity,ACC018620
RINGC013,ring_C_proximity,ACC018621
RINGC013,ring_C_proximity,ACC018622
RINGC013,ring_C_proximity,ACC018623
RINGC013,ring_C_proximity,ACC018624
RINGC013,ring_C_proximity,ACC018625
RINGC014,ring_C_proximity,ACC018626
RINGC014,ring_C_proximity,ACC018627
RINGC014,ring_C_proximity,ACC018628
RINGC014,ring_C_proximity,ACC018629
RINGC015,ring_C_proximity,ACC018630
RINGC015,ring_C_proximity,ACC018631
RINGC015,ring_C_proximity,ACC018632
RINGC015,ring_C_proximity,ACC018633
RINGC015,ring_C_proximity,ACC018634
RINGC015,ring_C_proximity,ACC018635
RINGC015,ring_C_proximity,ACC018636
RINGC015,ring_C_proximity,ACC018637
RINGC015,ring_C_proximity,ACC018638
RINGC015,ring_C_proximity,ACC018639
RINGC015,ring_C_proximity,ACC018640
RINGC016,ring_C_proximity,ACC018641
RINGC016,ring_C_proximity,ACC018642
RINGC016,ring_C_proximity,ACC018643
RINGC016,ring_C_proximity,ACC018644
RINGC016,ring_C_proximity,ACC018645
RINGC016,ring_C_proximity,ACC018646
RINGC016,ring_C_proximity,ACC018647
RINGC016,ring_C_proximity,ACC018648
RINGC017,ring_C_proximity,ACC018649
RINGC017,ring_C_proximity,ACC018650
RINGC017,ring_C_proximity,ACC018651
RINGC017,ring_C_proximity,ACC018652
RINGC017,ring_C_proximity,ACC018653
RINGC017,ring_C_proximity,ACC018654
RINGC017,ring_C_proximity,ACC018655
RINGC017,ring_C_proximity,ACC018656
RINGC017,ring_C_proximity,ACC018657
RINGC018,ring_C_proximity,ACC018658
RINGC018,ring_C_proximity,ACC018659
RINGC018,ring_C_proximity,ACC018660
RINGC018,ring_C_proximity,ACC018661
RINGC018,ring_C_proximity,ACC018662
RINGC019,ring_C_proximity,ACC018663
RINGC019,ring_C_proximity,ACC018664
RINGC019,ring_C_proximity,ACC018665
RINGC019,ring_C_proximity,ACC018666
RINGC019,ring_C_proximity,ACC018667
RINGC019,ring_C_proximity,ACC018668
RINGC020,ring_C_proximity,ACC018669
RINGC020,ring_C_proximity,ACC018670
RINGC020,ring_C_proximity,ACC018671
RINGC020,ring_C_proximity,ACC018672
RINGC020,ring_C_proximity,ACC018673
RINGC020,ring_C_proximity,ACC018674
RINGC020,ring_C_proximity,ACC018675
RINGC020,ring_C_proximity,ACC018676
RINGC020,ring_C_proximity,ACC018677
RINGC020,ring_C_proximity,ACC018678
RINGC020,ring_C_proximity,ACC018679
RINGC020,ring_C_proximity,ACC018680
RINGC021,ring_C_proximity,ACC018681
RINGC021,ring_C_proximity,ACC018682
RINGC021,ring_C_proximity,ACC018683
RINGC021,ring_C_proximity,ACC018684
RINGC021,ring_C_proximity,ACC018685
RINGC021,ring_C_proximity,ACC018686
RINGC021,ring_C_proximity,ACC018687
RINGC021,ring_C_proximity,ACC018688
RINGC021,ring_C_proximity,ACC018689
RINGC022,ring_C_proximity,ACC018690
RINGC022,ring_C_proximity,ACC018691
RINGC022,ring_C_proximity,ACC018692
RINGC022,ring_C_proximity,ACC018693
RINGC022,ring_C_proximity,ACC018694
RINGC022,ring_C_proximity,ACC018695
RINGC022,ring_C_proximity,ACC018696
RINGC022,ring_C_proximity,ACC018697
RINGC022,ring_C_proximity,ACC018698
RINGC022,ring_C_proximity,ACC018699
RINGC023,ring_C_proximity,ACC018700
RINGC023,ring_C_proximity,ACC018701
RINGC023,ring_C_proximity,ACC018702
RINGC023,ring_C_proximity,ACC018703
RINGC023,ring_C_proximity,ACC018704
RINGC023,ring_C_proximity,ACC018705
RINGC023,ring_C_proximity,ACC018706
RINGC023,ring_C_proximity,ACC018707
RINGC023,ring_C_proximity,ACC018708
RINGC023,ring_C_proximity,ACC018709
RINGC024,ring_C_proximity,ACC018710
RINGC024,ring_C_proximity,ACC018711
RINGC024,ring_C_proximity,ACC018712
RINGC024,ring_C_proximity,ACC018713
RINGD001,ring_D_mixed,ACC018714
RINGD001,ring_D_mixed,ACC018715
RINGD001,ring_D_mixed,ACC018716
RINGD001,ring_D_mixed,ACC018717
RINGD001,ring_D_mixed,ACC018718
RINGD001,ring_D_mixed,ACC018719
RINGD002,ring_D_mixed,ACC018720
RINGD002,ring_D_mixed,ACC018721
RINGD002,ring_D_mixed,ACC018722
RINGD002,ring_D_mixed,ACC018723
RINGD002,ring_D_mixed,ACC018724
RINGD002,ring_D_mixed,ACC018725
RINGD002,ring_D_mixed,ACC018726
RINGD002,ring_D_mixed,ACC018727
RINGD003,ring_D_mixed,ACC018728
RINGD003,ring_D_mixed,ACC018729
RINGD003,ring_D_mixed,ACC018730
RINGD003,ring_D_mixed,ACC018731
RINGD003,ring_D_mixed,ACC018732
RINGD003,ring_D_mixed,ACC018733
RINGD003,ring_D_mixed,ACC018734
RINGD003,ring_D_mixed,ACC018735
RINGD004,ring_D_mixed,ACC018736
RINGD004,ring_D_mixed,ACC018737
RINGD004,ring_D_mixed,ACC018738
RINGD004,ring_D_mixed,ACC018739
RINGD004,ring_D_mixed,ACC018740
RINGD004,ring_D_mixed,ACC018741
RINGD005,ring_D_mixed,ACC018742
RINGD005,ring_D_mixed,ACC018743
RINGD005,ring_D_mixed,ACC018744
RINGD005,ring_D_mixed,ACC018745
RINGD005,ring_D_mixed,ACC018746
RINGD006,ring_D_mixed,ACC018747
RINGD006,ring_D_mixed,ACC018748
RINGD006,ring_D_mixed,ACC018749
RINGD006,ring_D_mixed,ACC018750
RINGD006,ring_D_mixed,ACC018751
RINGD006,ring_D_mixed,ACC018752
RINGD006,ring_D_mixed,ACC018753
RINGD006,ring_D_mixed,ACC018754
RINGD006,ring_D_mixed,ACC018755
RINGD007,ring_D_mixed,ACC018756
RINGD007,ring_D_mixed,ACC018757
RINGD007,ring_D_mixed,ACC018758
RINGD007,ring_D_mixed,ACC018759
RINGD007,ring_D_mixed,ACC018760
RINGD008,ring_D_mixed,ACC018761
RINGD008,ring_D_mixed,ACC018762
RINGD008,ring_D_mixed,ACC018763
RINGD008,ring_D_mixed,ACC018764
RINGD008,ring_D_mixed,ACC018765
RINGD008,ring_D_mixed,ACC018766
RINGD008,ring_D_mixed,ACC018767
RINGD008,ring_D_mixed,ACC018768
RINGD008,ring_D_mixed,ACC018769
RINGD009,ring_D_mixed,ACC018770
RINGD009,ring_D_mixed,ACC018771
RINGD009,ring_D_mixed,ACC018772
RINGD009,ring_D_mixed,ACC018773
RINGD009,ring_D_mixed,ACC018774
RINGD009,ring_D_mixed,ACC018775
RINGD009,ring_D_mixed,ACC018776
